category,comments,descriptions,difficulty_rating,endDate,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,minivlat_time,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
European debt crisis / Evolution of the crisis / Portugal,,This graph shows the debt in percentage of GDP from 1999 to 2019 for Portugal and the Eurozone average.,2,Mon Jun 12 2023 20:49:28 GMT-0500 (Central Daylight Time),1686620968188,1,prolific/train-0-191651.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,602bdfdfc083e33c4e571be9,48008,Little,Mon Jun 12 2023 20:42:17 GMT-0500 (Central Daylight Time),1686620537155,7.18388333333333,European debt crisis,0,first,11,20,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,103,9,6,0.75,0.5625,0.84711891412735,0.780418992042542,0.0,0.921415328979492,1,1,0,1,1,1,1,1,1,1,1,1
Rotaviral gastroenteritis / Epidemiology,,Every march of each year there is a spike in rotavirus A infections in England,3,Mon Jun 12 2023 20:49:28 GMT-0500 (Central Daylight Time),1686620968188,1,prolific/train-0-205301.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,602bdfdfc083e33c4e571be9,43969,Little,Mon Jun 12 2023 20:42:17 GMT-0500 (Central Daylight Time),1686620537155,7.18388333333333,Rotaviral gastroenteritis,1,first,11,15,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,78,22,35,0.814814814814815,0.7241379310344828,0.865328788757324,0.395522147417069,0.0,0.405283153057098,1,1,0,1,1,1,1,1,1,1,1,1
Single crossing condition,,"There are two functions, f(x) in red and g(x) in blue they are in line form from the values x=-4 thorugh x=4",4,Mon Jun 12 2023 20:49:28 GMT-0500 (Central Daylight Time),1686620968188,1,prolific/train-0-307125.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,602bdfdfc083e33c4e571be9,40455,Little,Mon Jun 12 2023 20:42:17 GMT-0500 (Central Daylight Time),1686620537155,7.18388333333333,Single crossing condition,2,first,11,29,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,108,21,22,0.735294117647059,0.7352941176470589,0.405978888273239,0.375070512294769,0.0,0.941058278083801,1,1,0,1,1,1,1,1,1,1,1,1
Near-infrared window in biological tissue / Absorption properties of tissue components / Water,,"A graph showing molecular coefficient. A blue line representing ""Eumelanin"" A red line representing  ""Pheomelanin""  ",3,Mon Jun 12 2023 18:53:13 GMT-0700 (Mountain Standard Time),1686621193495,1,prolific/train-0-201657.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$43.48', 'question9': '40.51 Mbps'}",,631bf21ed39cc585365d435b,123240,Moderate,Mon Jun 12 2023 18:41:00 GMT-0700 (Mountain Standard Time),1686620460161,12.2222333333333,Near-infrared window in biological tissue,0,first,8,20,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,116,15,15,0.575757575757576,0.6333333333333333,0.568885862827301,0.585369944572449,0.0,0.98234361410141,1,1,0,0,1,1,1,0,1,1,0,1
Nanortalik / Population,,A graph of bars showing Nanortalik population by year. Years start from 1991 and end at 2010.,2,Mon Jun 12 2023 18:53:13 GMT-0700 (Mountain Standard Time),1686621193495,1,prolific/train-0-370954.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$43.48', 'question9': '40.51 Mbps'}",,631bf21ed39cc585365d435b,57205,Moderate,Mon Jun 12 2023 18:41:00 GMT-0700 (Mountain Standard Time),1686620460161,12.2222333333333,Ikerasaarsuk,1,first,8,19,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,93,14,3,0.675675675675676,0.5333333333333333,0.681714296340942,0.665761113166809,0.0,0.789120197296143,1,1,0,0,1,1,1,0,1,1,0,1
"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",,A graph showing E-cigarettes fires and explosions by year. Years range from 2009 and end at 2016. A red line represents E-Cigarettes sales by million. A blue line represents Annual number of incidents that occurred during those years.,4,Mon Jun 12 2023 18:53:13 GMT-0700 (Mountain Standard Time),1686621193495,1,prolific/train-0-407025.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$43.48', 'question9': '40.51 Mbps'}",,631bf21ed39cc585365d435b,160359,Moderate,Mon Jun 12 2023 18:41:00 GMT-0700 (Mountain Standard Time),1686620460161,12.2222333333333,Safety of electronic cigarettes,2,first,8,42,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,234,73,64,0.666666666666667,0.7111111111111111,0.678399384021759,0.665189266204834,0.0,0.979203999042511,1,1,0,0,1,1,1,0,1,1,0,1
European debt crisis contagion,,"The bottom axis is in 9-month increments from Jan 2010 to Oct 2016, and the left axis ranges from 0 to 25000 basis points. Greece is the country that is most easily seen due to its exceptionally high amounts of CDSs (especially around Apr 2012), while other countries' CDS rates are relatively low through the whole time span. To aid in seeing these, there in an inlay magnifying the peaks of the other countries, which all lay around the same time (Apr 2012).",2,Mon Jun 12 2023 18:53:24 GMT-0700 (Pacific Daylight Time),1686621204969,1,prolific/train-0-359850.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,5d5822f11da7d10001a1a82c,177278,Very Well,Mon Jun 12 2023 18:37:40 GMT-0700 (Pacific Daylight Time),1686620260759,15.7368333333333,European debt crisis contagion,0,first,11,95,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,460,44,9,0.63265306122449,0.4893617021276595,0.511155426502228,0.327756345272064,0.0,0.520787239074707,1,1,0,1,1,1,1,1,1,1,1,1
Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,,"The X and Y axes both range from -3 to 3, and the data points follow an ""X"" shape mostly within these ranges, indicating that there is not necessarily a correlation. As the data points approach 0, they become increasingly numerous, becoming indistinguishable from each other around -1.5 to 1.5 range on each axis.",2,Mon Jun 12 2023 18:53:24 GMT-0700 (Pacific Daylight Time),1686621204969,1,prolific/train-0-236684.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,5d5822f11da7d10001a1a82c,127262,Very Well,Mon Jun 12 2023 18:37:40 GMT-0700 (Pacific Daylight Time),1686620260759,15.7368333333333,Normally distributed and uncorrelated does not imply independent,1,first,11,62,"Joint range of
  
    
      
        X
      
    
    {\displaystyle X}
  
 and
  
    
      
        Y
      
    
    {\displaystyle Y}
  
. Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",313,24,9,0.5,0.6,0.416606426239014,0.2982137799263,0.0,0.245340764522553,1,1,0,1,1,1,1,1,1,1,1,1
European debt crisis / Evolution of the crisis / Portugal,,"The left axis shows debt in percent of GDP from 0% to 200%, and the bottom axis tracks time by year from 1999 to 2019. The Eurozone average debt is relatively steady from 1999 to 2008 around roughly 70%, until after that when it rises to around 95% in 2013 before leveling off again. Portugal, however, rises steadily from 51% (1999) to 72% (2008) and then rises sharply to 131% (2015) before leveling off and decreasing slightly until 2019. Years 2013 to 2019 use data from Ernst & Young from Oxford Economics data, while ever year before 2013 uses Eurostat data.",2,Mon Jun 12 2023 18:53:24 GMT-0700 (Pacific Daylight Time),1686621204969,1,prolific/train-0-191651.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,5d5822f11da7d10001a1a82c,227201,Very Well,Mon Jun 12 2023 18:37:40 GMT-0700 (Pacific Daylight Time),1686620260759,15.7368333333333,European debt crisis,2,first,11,123,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,564,9,6,0.521739130434783,0.391304347826087,0.789470911026001,0.738432705402374,0.0,0.921415328979492,1,1,0,1,1,1,1,1,1,1,1,1
European debt crisis contagion,,Graph from Bloomberg showing the changes in creditworthiness for a number of European countries with Greece having the widest range of change. ,5,Mon Jun 12 2023 21:53:31 GMT-0400 (Eastern Daylight Time),1686621211707,1,prolific/train-0-359850.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '42.30 Mbps'}",,60fcc31937fa85c245621998,126825,Moderate,Mon Jun 12 2023 21:37:27 GMT-0400 (Eastern Daylight Time),1686620247848,16.0643166666667,European debt crisis contagion,0,first,9,23,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,143,44,9,0.605263157894737,0.59375,0.386851608753204,0.508044242858887,0.0,0.520787239074707,1,1,0,1,1,1,1,1,1,0,1,0
"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",,"Graph comparing E-cigarette sales in millions to number of incidents that resulted in injuries caused by e-cigarettes. Sales were stagnant from 2009-2012 but have steadily risen, with a brief drop in 2014. The number of injuries has risen at approximately the same rate as sales, but without a drop in 2014.",3,Mon Jun 12 2023 21:53:31 GMT-0400 (Eastern Daylight Time),1686621211707,1,prolific/train-0-407025.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '42.30 Mbps'}",,60fcc31937fa85c245621998,184305,Moderate,Mon Jun 12 2023 21:37:27 GMT-0400 (Eastern Daylight Time),1686620247848,16.0643166666667,Safety of electronic cigarettes,1,first,9,56,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,309,73,64,0.729166666666667,0.7777777777777778,0.767978727817535,0.753369688987732,0.0,0.979203999042511,1,1,0,1,1,1,1,1,1,0,1,0
European debt crisis / Evolution of the crisis / Portugal,,"Line graph comparing debt of Portugal to Eurozone average from Eurostat. Until 2005, Portugal's debt in percentage of GDP was lower than that of the Eurozone but steadily rose since 1999. In 2005, it equaled the Eurozone average and stayed around it until 2009, when it rose above it. Since then, it continued to rise, reaching a high point in 2015 at 131% while the Eurozone average was around 90%. Since 2015, it has gradually lowered over time as has the Eurozone average, but Portugal remains well above that average.",4,Mon Jun 12 2023 21:53:31 GMT-0400 (Eastern Daylight Time),1686621211707,1,prolific/train-0-191651.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '42.30 Mbps'}",,60fcc31937fa85c245621998,284591,Moderate,Mon Jun 12 2023 21:37:27 GMT-0400 (Eastern Daylight Time),1686620247848,16.0643166666667,European debt crisis,2,first,9,105,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,521,9,6,0.571428571428571,0.4285714285714285,0.82175612449646,0.771610200405121,0.0,0.921415328979492,1,1,0,1,1,1,1,1,1,0,1,0
European debt crisis / Evolution of the crisis / Portugal,,"It is a line graph depicting the debt of Portugal compared to eurozone average since 1999. The two lines intersect in 2009, meaning they had the same debt in percent of GDP. After that, the Eurozone debt in percent of GDP trends upward sharply for the rest of the graph.",4,Mon Jun 12 2023 22:02:12 GMT-0400 (Eastern Daylight Time),1686621732023,1,prolific/train-0-191651.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,61097498fb9e97e8a701c33f,430581,Little,Mon Jun 12 2023 21:42:46 GMT-0400 (Eastern Daylight Time),1686620566939,19.4180666666667,European debt crisis,0,first,9,55,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,270,9,6,0.666666666666667,0.5,0.702095568180084,0.666186571121216,0.0,0.921415328979492,1,1,0,1,1,1,1,0,1,0,1,1
Single crossing condition,,This is two distributive functions intersecting,5,Mon Jun 12 2023 22:02:12 GMT-0400 (Eastern Daylight Time),1686621732023,1,prolific/train-0-307125.png,False,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,61097498fb9e97e8a701c33f,30631,Little,Mon Jun 12 2023 21:42:46 GMT-0400 (Eastern Daylight Time),1686620566939,19.4180666666667,Single crossing condition,1,first,9,6,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,47,21,22,0.548387096774194,0.5483870967741935,0.382051736116409,0.353471040725708,0.0,0.941058278083801,1,1,0,1,1,1,1,0,1,0,1,1
European debt crisis contagion,,It is a graph of sovereign credit default swaps,5,Mon Jun 12 2023 22:02:12 GMT-0400 (Eastern Daylight Time),1686621732023,1,prolific/train-0-359850.png,True,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,61097498fb9e97e8a701c33f,48732,Little,Mon Jun 12 2023 21:42:46 GMT-0400 (Eastern Daylight Time),1686620566939,19.4180666666667,European debt crisis contagion,2,first,9,9,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,47,44,9,0.513513513513514,0.6428571428571429,0.501919388771057,0.652857661247253,0.0,0.520787239074707,1,1,0,1,1,1,1,0,1,0,1,1
"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",,"There are two lines: one line represents ""e-cigarette sales in millions of dollar"". The other line represents the annual number of incidents (fire and explosions). There is a positive correlation between the two lines, especially after 2014.",3,Mon Oct 16 2023 17:24:31 GMT-0700 (Pacific Daylight Time),1697502271564,1,prolific/train-0-407025.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,5ed494f67d597433ade49e45,81229,Little,Mon Oct 16 2023 17:16:39 GMT-0700 (Pacific Daylight Time),1697501799599,7.86608333333333,Safety of electronic cigarettes,0,first,11,46,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,241,73,64,0.64,0.6808510638297872,0.692244708538055,0.674939811229706,0.0,0.979203999042511,1,1,0,1,1,1,1,1,1,1,1,1
Elections in Croatia / Parliamentary elections / Previous parliamentary elections,,"There are 7 lines on the graph, each one representing a different Croatian party.",5,Mon Oct 16 2023 17:24:31 GMT-0700 (Pacific Daylight Time),1697502271564,1,prolific/train-0-472392.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,5ed494f67d597433ade49e45,39202,Little,Mon Oct 16 2023 17:16:39 GMT-0700 (Pacific Daylight Time),1697501799599,7.86608333333333,Elections in Croatia,1,first,11,16,"Croatian parliamentary election results, 1992–2016; parties winning 10 or more seats in any one election shown individually","Graph of Croatian election results, using differently-colored lines",81,19,9,0.545454545454545,0.76,0.487393438816071,0.711116135120392,0.0,0.557420134544373,1,1,0,1,1,1,1,1,1,1,1,1
Federal political financing in Canada / Private funding / Cost of fundraising,,There are several bars that represent fundraing expenses and subsidized contributions raised by different Canadian federal parties in 2009.,5,Mon Oct 16 2023 17:24:31 GMT-0700 (Pacific Daylight Time),1697502271564,1,prolific/train-0-14152.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,5ed494f67d597433ade49e45,49849,Little,Mon Oct 16 2023 17:16:39 GMT-0700 (Pacific Daylight Time),1697501799599,7.86608333333333,Federal political financing in Canada,2,first,11,20,Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009 (source: Elections Canada[4]),Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009,139,24,15,0.675675675675676,0.8333333333333334,0.699975252151489,0.73372358083725,0.0,0.977397263050079,1,1,0,1,1,1,1,1,1,1,1,1
European debt crisis contagion,,Shows a graph with the countries on the left and years on the bottom.,1,Mon Oct 16 2023 17:35:02 GMT-0700 (Pacific Daylight Time),1697502902601,1,prolific/train-0-359850.png,True,English ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 1', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '35.2%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,64160a321838bf092d47cd69,125534,Little,Mon Oct 16 2023 17:24:10 GMT-0700 (Pacific Daylight Time),1697502250605,10.8666,European debt crisis contagion,0,first,8,15,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,69,44,9,0.638888888888889,0.5806451612903226,0.158895000815392,0.193890437483788,0.0,0.520787239074707,1,1,0,1,1,1,0,0,1,0,1,1
Bishop Auckland / Demography,,The graph are in a line with age groups on the bottom.,1,Mon Oct 16 2023 17:35:02 GMT-0700 (Pacific Daylight Time),1697502902601,1,prolific/train-0-245143.png,True,English ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 1', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '35.2%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,64160a321838bf092d47cd69,69961,Little,Mon Oct 16 2023 17:24:10 GMT-0700 (Pacific Daylight Time),1697502250605,10.8666,Bishop Auckland,1,first,8,13,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",54,32,71,0.461538461538462,0.5,0.355498790740967,0.412556380033493,0.0,0.767142415046692,1,1,0,1,1,1,0,0,1,0,1,1
"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",,Graph shows a uphill with two lines on the outer left displays sales on the bottom shows the years.,1,Mon Oct 16 2023 17:35:02 GMT-0700 (Pacific Daylight Time),1697502902601,1,prolific/train-0-407025.png,True,English ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 1', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'False', 'question5': '35.2%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,64160a321838bf092d47cd69,79104,Little,Mon Oct 16 2023 17:24:10 GMT-0700 (Pacific Daylight Time),1697502250605,10.8666,Safety of electronic cigarettes,2,first,8,20,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,99,73,64,0.446808510638298,0.4772727272727273,0.168550789356232,0.135753691196442,0.0,0.979203999042511,1,1,0,1,1,1,0,0,1,0,1,1
Near-infrared window in biological tissue / Absorption properties of tissue components / Water,,Image shows that both Eumelanin and Pheomelanin decrease in terms of Molecular Extinction Coefficient as Wavelength increases--Pheomelanin decreases at a faster rate than Eumelanin as Wavelength increases. ,4,Mon Oct 16 2023 20:36:09 GMT-0400 (Eastern Daylight Time),1697502969250,1,prolific/train-0-201657.png,True,English. ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,63d9fbd9dde5015eefc87966,89349,Well,Mon Oct 16 2023 20:24:03 GMT-0400 (Eastern Daylight Time),1697502243035,12.1035833333333,Near-infrared window in biological tissue,0,first,11,30,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,206,15,15,0.513513513513514,0.5588235294117647,0.732499837875366,0.714735448360443,0.0,0.98234361410141,1,1,0,1,1,1,1,1,1,1,1,1
Green marketing / Adoptability / LOHAS,,"US LOHAS Consumer Segmentation includes 5 consumer categories including LOHAS, Naturalites, Drifters, Conventionals, and Unconcerned. Conventionals make up the largest percentage of consumers for NMI in 2017, making up 26%, while LOHAS makes up the least at 17%. All other categories make-up 19%.",2,Mon Oct 16 2023 20:36:09 GMT-0400 (Eastern Daylight Time),1697502969250,1,prolific/train-0-480642.png,True,English. ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,63d9fbd9dde5015eefc87966,120323,Well,Mon Oct 16 2023 20:24:03 GMT-0400 (Eastern Daylight Time),1697502243035,12.1035833333333,Green marketing,1,first,11,55,The distribution of the different types of LOHAS.[26],The distribution of the different types of LOHAS.,296,12,9,0.4375,0.4130434782608695,0.518710732460022,0.52187967300415,0.0,0.987264513969421,1,1,0,1,1,1,1,1,1,1,1,1
Electricity sector in Germany / Electricity prices,,"Chart is a pie chart showing the percentage of the German Power Price that each component of the electricity sector contributed in 2020. Grid Charges led the way at 25.1%, while Renewable Surcharge made up the least at 3.2%. Other components include concession fee, grid charges, other levies, electricity tax, value-added tax, and power generation or Aquisition Sales.",5,Mon Oct 16 2023 20:36:09 GMT-0400 (Eastern Daylight Time),1697502969250,1,prolific/train-0-395010.png,True,English. ,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",,63d9fbd9dde5015eefc87966,143761,Well,Mon Oct 16 2023 20:24:03 GMT-0400 (Eastern Daylight Time),1697502243035,12.1035833333333,Electricity sector in Germany,2,first,11,69,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,370,9,4,0.523809523809524,0.4146341463414634,0.70771723985672,0.683133244514465,0.0,0.789957165718079,1,1,0,1,1,1,1,1,1,1,1,1
