,category,desc_type,comments,descriptions,difficulty_rating,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,endDate,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_caption_sbert,desc_alttext_sbert,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
115,Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,first,,"The image has an x-axis that goes from -3 to 3. The y-axis goes from -3 to 3. The data is an x, with the middle of the x having the highest density and the outside points having the lowest density.",4,1697503417663,1,prolific/train-0-236684.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",63162bda14b96736b08a554d,52667,Moderate,Mon Oct 16 2023 17:32:19 GMT-0700 (Pacific Daylight Time),1697502739211,11.3075333333333,Normally distributed and uncorrelated does not imply independent,2,Mon Oct 16 2023 17:43:37 GMT-0700 (Pacific Daylight Time),11,45,"Joint range of
  
    
      
        X
      
    
    {\displaystyle X}
  
 and
  
    
      
        Y
      
    
    {\displaystyle Y}
  
. Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",197,24,9,0.5277777777777780,0.5631101727485660,0.15957561135292100,0.2453407645225530,1,1,0,1,1,1,1,1,1,1,1,1
116,European debt crisis contagion,first,,This is a line chart displaying sovereign credit default swaps in several European countries between Jan 2010 and October 2016. Greece is definitely an outlier.,5,1697503832154,1,prolific/train-0-359850.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",64cf9d38c6677895238e9ef5,83985,Well,Mon Oct 16 2023 20:40:17 GMT-0400 (Eastern Daylight Time),1697503217676,10.2413,European debt crisis contagion,0,Mon Oct 16 2023 20:50:32 GMT-0400 (Eastern Daylight Time),11,27,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,160,44,9,0.6341463414634150,0.38588380813598600,0.5955036282539370,0.520787239074707,1,1,1,1,1,1,1,1,1,0,1,1
117,Bishop Auckland / Demography,first,,"Its a bar chart showing the population breakdown for various age interval. Most are four years. The bar represent the percentages for England and Wales, County Durham, and Bishop Auckland.",3,1697503832154,1,prolific/train-0-245143.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",64cf9d38c6677895238e9ef5,78571,Well,Mon Oct 16 2023 20:40:17 GMT-0400 (Eastern Daylight Time),1697503217676,10.2413,Bishop Auckland,1,Mon Oct 16 2023 20:50:32 GMT-0400 (Eastern Daylight Time),11,35,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",188,32,71,0.7142857142857140,0.6646909713745120,0.7657164335250850,0.7671424150466920,1,1,1,1,1,1,1,1,1,0,1,1
118,European debt crisis / Evolution of the crisis / Portugal,first,,This graph tracks the level of debt as a percentage of GDP for Portugal compared to the Eurozone Average. In recent years. Portugal's debt exceeds the average,3,1697503832154,1,prolific/train-0-191651.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",64cf9d38c6677895238e9ef5,74743,Well,Mon Oct 16 2023 20:40:17 GMT-0400 (Eastern Daylight Time),1697503217676,10.2413,European debt crisis,2,Mon Oct 16 2023 20:50:32 GMT-0400 (Eastern Daylight Time),11,30,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,158,9,6,0.6285714285714290,0.7870773077011110,0.7707893252372740,0.9214153289794920,1,1,1,1,1,1,1,1,1,0,1,1
119,Tetration / Inverse operations / Super-root / Other super-roots,first,,This is an image of the graph of y= sqrt(3)s,5,1697503844859,1,prolific/train-0-28614.png,FALSE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",627db370405a128bba3b38c3,104058,Very little,Mon Oct 16 2023 19:37:45 GMT-0500 (Central Daylight Time),1697503065134,12.9954166666667,Tetration,0,Mon Oct 16 2023 19:50:44 GMT-0500 (Central Daylight Time),10,14,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,45,27,22,0.46875,0.829779863357544,0.39398613572120700,0.3996891379356380,1,1,1,0,1,1,1,1,1,0,1,1
120,European debt crisis contagion,first,,"Depicted are the data results for the loss of confidence in creditworthiness in EU countries, with Greece at the highest at 25,000 points",4,1697503844859,1,prolific/train-0-359850.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",627db370405a128bba3b38c3,153106,Very little,Mon Oct 16 2023 19:37:45 GMT-0500 (Central Daylight Time),1697503065134,12.9954166666667,European debt crisis contagion,1,Mon Oct 16 2023 19:50:44 GMT-0500 (Central Daylight Time),10,24,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,137,44,9,0.5897435897435900,0.4803561866283420,0.44432830810546900,0.520787239074707,1,1,1,0,1,1,1,1,1,0,1,1
121,Saqqaq / Population,first,,"The bar graph ilustrates how the Saqqaq population in Greenland, has grown. Data collection begins in 1991 with the data collected up till 2010. At the highest, the Saqqaq population had 214 people in 2002, with the lowest recorded in 1991 at 126 people.",2,1697503844859,1,prolific/train-0-89137.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",627db370405a128bba3b38c3,123688,Very little,Mon Oct 16 2023 19:37:45 GMT-0500 (Central Daylight Time),1697503065134,12.9954166666667,Saqqaq,2,Mon Oct 16 2023 19:50:44 GMT-0500 (Central Daylight Time),10,50,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,255,17,3,0.5526315789473690,0.8078005313873290,0.675513744354248,0.759284496307373,1,1,1,0,1,1,1,1,1,0,1,1
122,Saqqaq / Population,first,,"The has year in the x-axis, going from 1991 to 2010; the population grow from 1991 to 200 and have been stagnant and somewhat down from there.",3,1697503856496,1,prolific/train-0-370954.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5a7dfc2c5292b8000122bd74,74487,Well,Mon Oct 16 2023 20:40:55 GMT-0400 (Eastern Daylight Time),1697503255842,10.0109,Ikerasaarsuk,0,Mon Oct 16 2023 20:50:56 GMT-0400 (Eastern Daylight Time),11,30,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,142,17,3,0.48717948717948700,0.4898081421852110,0.38345202803611800,0.759284496307373,1,1,1,1,1,1,1,1,1,0,1,1
123,Saqqaq / Population,first,,"The bar graph chart has year 1991-2010 in the x-axis, showing population growing from 1991 to mid 1990s then down and up for the next 10 years and do in back half of 2010s",4,1697503856496,1,prolific/train-0-283458.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5a7dfc2c5292b8000122bd74,69720,Well,Mon Oct 16 2023 20:40:55 GMT-0400 (Eastern Daylight Time),1697503255842,10.0109,Nanortalik,1,Mon Oct 16 2023 20:50:56 GMT-0400 (Eastern Daylight Time),11,35,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,171,17,3,0.5,0.42625194787979100,0.33403563499450700,0.759284496307373,1,1,1,1,1,1,1,1,1,0,1,1
124,European debt crisis contagion,first,,"This chart has the sovereign credit default swaps by country from Jan '10 to Oct '16, most of the countries' data are buried at the bottom of the scale, except for Greece, whose data spikes in '11-'13.",5,1697503856496,1,prolific/train-0-359850.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5a7dfc2c5292b8000122bd74,105592,Well,Mon Oct 16 2023 20:40:55 GMT-0400 (Eastern Daylight Time),1697503255842,10.0109,European debt crisis contagion,2,Mon Oct 16 2023 20:50:56 GMT-0400 (Eastern Daylight Time),11,42,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,201,44,9,0.6363636363636360,0.4528670907020570,0.7527511119842530,0.520787239074707,1,1,1,1,1,1,1,1,1,0,1,1
125,Breastfeeding promotion / Breastfeeding promotion projects by region / Asia / India,first,,"Bar graph. Vertical axis is early initiation of breastfeeding in percentage, the horizontal axis is by country. 
India is at 41.5%, Pakistan at 18%, Sri Lanka at 90.3%, Nepal at 54.9%, and china at 26.4%.",3,1697503887068,1,prolific/train-0-119573.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",636577d277247b6a9c0dc54c,103068,Well,Mon Oct 16 2023 19:40:27 GMT-0500 (Central Daylight Time),1697503227025,11.0007166666667,Breastfeeding promotion,0,Mon Oct 16 2023 19:51:27 GMT-0500 (Central Daylight Time),11,48,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard,Early Initiation of Breastfeeding in some of the Asian countries. Source: 2018 Global Breastfeeding Scorecard https://www.indiaspend.com/6-in-10-indian-babies-miss-out-on-early-breastfeeding-and-its-life-saving-benefits-62614/,204,17,20,0.5531914893617020,0.6479308605194090,0.6058535575866700,0.8939050436019900,1,1,0,1,1,1,1,1,1,1,1,1
126,Near-infrared window in biological tissue / Absorption properties of tissue components / Water,first,,Line graph. Vertical axis is molecular extinction coefficient and the horizontal axis is wavelength. Eumelinin is decreasing left to right in a straight line. Pheomelanin is decreasing but spiked between 700 and 800nm,5,1697503887068,1,prolific/train-0-201657.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",636577d277247b6a9c0dc54c,126414,Well,Mon Oct 16 2023 19:40:27 GMT-0500 (Central Daylight Time),1697503227025,11.0007166666667,Near-infrared window in biological tissue,1,Mon Oct 16 2023 19:51:27 GMT-0500 (Central Daylight Time),11,36,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,217,15,15,0.5128205128205130,0.5925018787384030,0.5992072820663450,0.9823436141014100,1,1,0,1,1,1,1,1,1,1,1,1
127,Colorado River / Discharge,first,,The image is a time series plot with vertical axis of annual flow volume in millions of acre feet. The horizontal axis is time in decades. The graph indicates a decreasing trend from 1890 to 2000.,4,1697503887068,1,prolific/train-0-208920.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",636577d277247b6a9c0dc54c,111765,Well,Mon Oct 16 2023 19:40:27 GMT-0500 (Central Daylight Time),1697503227025,11.0007166666667,Colorado River,2,Mon Oct 16 2023 19:51:27 GMT-0500 (Central Daylight Time),11,39,Annual Colorado River discharge volumes at Lee's Ferry between 1895 and 2004,The average annual discharge of the Colorado River has shown a slight but noticeable decreasing trend between 1895 and 2004.,197,13,21,0.5897435897435900,0.25300878286361700,0.46722522377967800,0.651706874370575,1,1,0,1,1,1,1,1,1,1,1,1
128,Electricity sector in Germany / Electricity prices,first,,This pie chart shows the average electricity price for a german household,3,1697504028525,1,prolific/train-0-395010.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",611edc7240c940f33a5dd554,78362,Moderate,Mon Oct 16 2023 17:41:13 GMT-0700 (Pacific Daylight Time),1697503273031,12.5915666666667,Electricity sector in Germany,0,Mon Oct 16 2023 17:53:48 GMT-0700 (Pacific Daylight Time),11,12,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,73,9,4,0.6428571428571430,0.7923039197921750,0.6410527229309080,0.7899571657180790,1,1,0,1,1,1,1,1,1,1,1,1
129,Electricity sector in Germany / Electricity prices,second,,This pie chart shows a breakdown of the average electricity price for a german household,3,1697504028525,1,prolific/train-0-395010.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",611edc7240c940f33a5dd554,35236,Moderate,Mon Oct 16 2023 17:41:13 GMT-0700 (Pacific Daylight Time),1697503273031,12.5915666666667,Electricity sector in Germany,0,Mon Oct 16 2023 17:53:48 GMT-0700 (Pacific Daylight Time),11,15,Components of the German Electricity Price for Households Source,Components Electricity Price Germany,88,9,4,0.6,0.7923272848129270,0.6308983564376830,0.7899571657180790,1,1,0,1,1,1,1,1,1,1,1,1
130,Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,first,,A graph showing that normally distributed and uncorrelated does not imply independence,4,1697504028525,1,prolific/train-0-236684.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",611edc7240c940f33a5dd554,65170,Moderate,Mon Oct 16 2023 17:41:13 GMT-0700 (Pacific Daylight Time),1697503273031,12.5915666666667,Normally distributed and uncorrelated does not imply independent,1,Mon Oct 16 2023 17:53:48 GMT-0700 (Pacific Daylight Time),11,12,"Joint range of
  
    
      
        X
      
    
    {\displaystyle X}
  
 and
  
    
      
        Y
      
    
    {\displaystyle Y}
  
. Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",86,24,9,0.5151515151515150,0.19477981328964200,0.630884051322937,0.2453407645225530,1,1,0,1,1,1,1,1,1,1,1,1
131,Federal political financing in Canada / Private funding / Cost of fundraising,first,,A graph that compares fundraising expenses vs. contributions.,2,1697504028525,1,prolific/train-0-14152.png,TRUE,english,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",611edc7240c940f33a5dd554,51280,Moderate,Mon Oct 16 2023 17:41:13 GMT-0700 (Pacific Daylight Time),1697503273031,12.5915666666667,Federal political financing in Canada,2,Mon Oct 16 2023 17:53:48 GMT-0700 (Pacific Daylight Time),11,9,Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009 (source: Elections Canada[4]),Party-level fundraising costs vs. party-level contributions raised at top three Canadian federal parties in 2009,61,24,15,0.5135135135135140,0.5398964881896970,0.5327389240264890,0.9773972630500790,1,1,0,1,1,1,1,1,1,1,1,1
132,Tetration / Inverse operations / Super-root / Other super-roots,first,,Graph captures the upward slop to display data for inverse operation for super root and other super roots. ,5,1697504157203,1,prolific/train-0-28614.png,FALSE,English,"{'question1': 'False', 'question10': '$0.63', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",650af8b786eab0e3d2005a38,108960,Moderate,Mon Oct 16 2023 20:35:30 GMT-0400 (Eastern Daylight Time),1697502930893,20.4385,Tetration,0,Mon Oct 16 2023 20:55:57 GMT-0400 (Eastern Daylight Time),10,19,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,107,27,22,0.38235294117647100,0.4128728210926060,0.3949330151081090,0.3996891379356380,1,0,1,1,1,1,1,1,1,0,1,1
133,Tetration / Inverse operations / Super-root / Other super-roots,second,,"gradual slope displays values for x and y, 2 to 8 for y axis. only 2 for x axis.  the data is shown as upward to linear effects from y value 2 to y value 8 being the linear line of consistent data.",5,1697504157203,1,prolific/train-0-28614.png,FALSE,English,"{'question1': 'False', 'question10': '$0.63', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",650af8b786eab0e3d2005a38,105312,Moderate,Mon Oct 16 2023 20:35:30 GMT-0400 (Eastern Daylight Time),1697502930893,20.4385,Tetration,0,Mon Oct 16 2023 20:55:57 GMT-0400 (Eastern Daylight Time),10,47,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,198,27,22,0.39473684210526300,0.3209565281867980,0.4709087014198300,0.3996891379356380,1,0,1,1,1,1,1,1,1,0,1,1
134,European debt crisis contagion,first,,"the sovereign credit default swaps display 11 different countries, each representing their own individual color with lines to replicate their data. this traditional line graph as the values from 5.000 all the way up to 25.000 for the areas in the x axis where the y axis shows the date from January 10 through Oct 16.",3,1697504157203,1,prolific/train-0-359850.png,FALSE,English,"{'question1': 'False', 'question10': '$0.63', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",650af8b786eab0e3d2005a38,180031,Moderate,Mon Oct 16 2023 20:35:30 GMT-0400 (Eastern Daylight Time),1697502930893,20.4385,European debt crisis contagion,1,Mon Oct 16 2023 20:55:57 GMT-0400 (Eastern Daylight Time),10,59,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,318,44,9,0.6341463414634150,0.48848167061805700,0.6483256220817570,0.520787239074707,1,0,1,1,1,1,1,1,1,0,1,1
135,Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,first,,"the darker the lines means the higher the value. the X is the data and the outside of the lines, the areas furthest away from one another are lighter colored which means less values are there unlike the very center of the x where would would find most value because it is the intervention and darker portion of the x. additionally the x and y intersect at the center of the graph which is also the center of the x within the image. ",3,1697504157203,1,prolific/train-0-236684.png,TRUE,English,"{'question1': 'False', 'question10': '$0.63', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",650af8b786eab0e3d2005a38,132648,Moderate,Mon Oct 16 2023 20:35:30 GMT-0400 (Eastern Daylight Time),1697502930893,20.4385,Normally distributed and uncorrelated does not imply independent,2,Mon Oct 16 2023 20:55:57 GMT-0400 (Eastern Daylight Time),10,86,"Joint range of
  
    
      
        X
      
    
    {\displaystyle X}
  
 and
  
    
      
        Y
      
    
    {\displaystyle Y}
  
. Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",432,24,9,0.6470588235294120,0.5691083669662480,0.09221728146076200,0.2453407645225530,1,0,1,1,1,1,1,1,1,0,1,1
136,European debt crisis / Evolution of the crisis / Portugal,first,,"Compares the debt of Portugal to the debt Eurozone by plotting the debt in percentage of GDP on the y axis and the year on the x axis. The data is shown with one data point for each year, from 1999 through 2019. Before 2004, Portugal had less debt as a percentage of GDP than the Eurozone, but the amount of debt of Portugal begins to rise quickly after about 2010. The Eurozone debt as a percentage of GDP has remained fairly consistent from 2013-2019, around 90% of GDP. Portugal's debt as percentage of GDP is much higher, in the 120s for 2013-2019.",2,1697504243363,1,prolific/train-0-191651.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",60555b56af1bc30f5d438bd2,246098,Well,Mon Oct 16 2023 18:43:32 GMT-0600 (Mountain Daylight Time),1697503412619,13.8457333333333,European debt crisis,0,Mon Oct 16 2023 18:57:23 GMT-0600 (Mountain Daylight Time),11,115,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,553,9,6,0.5227272727272730,0.8679256439208980,0.8186485767364500,0.9214153289794920,1,1,1,1,1,1,1,1,1,0,1,1
137,Saqqaq / Population,first,,"The bar graph shows the number of people in Saqqaq from 1991 through 2010. The population was rather low from 1991-1994. It did not raise above 100 people until 1995. Since 1995, the population levels have been relatively stable. The population level was between 102-124 in the years 1995-2010.",1,1697504243363,1,prolific/train-0-370954.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",60555b56af1bc30f5d438bd2,98674,Well,Mon Oct 16 2023 18:43:32 GMT-0600 (Mountain Daylight Time),1697503412619,13.8457333333333,Ikerasaarsuk,1,Mon Oct 16 2023 18:57:23 GMT-0600 (Mountain Daylight Time),11,55,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,295,17,3,0.55,0.6532791256904600,0.7748308181762700,0.759284496307373,1,1,1,1,1,1,1,1,1,0,1,1
138,Ernie Toshack with the Australian cricket team in England in 1948 / Role,first,,"This is a bar graph that also contains other points and lines on the graph. Each bar shows the batting performance at a game, during the 1948 England tour. The batting performance is quite low for all of the pink bars, which show it was a 1st class inning. The red bars are much higher; more runs were scored during these Test innings. In the Test innings, the batting performance ranges from 12-20. In the 1st class innings, most performances are below 5, with just one over five.",4,1697504243363,1,prolific/train-0-24640.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",60555b56af1bc30f5d438bd2,163668,Well,Mon Oct 16 2023 18:43:32 GMT-0600 (Mountain Daylight Time),1697503412619,13.8457333333333,Ernie Toshack with the Australian cricket team in England in 1948,2,Mon Oct 16 2023 18:57:23 GMT-0600 (Mountain Daylight Time),11,100,"A chart showing Toshack's batting performance during the tour. The runs scored per innings are represented by the bars, with the red bars being Test innings and the pink bars being other first-class innings. The blue line is the average of the five most recent innings and the dots indicate not outs.[10]","Toshack started the season with five first-class innings outside the Tests, and all were less than 10 and four were less than five, none were not out. He then scored two scores between 15 and 20 in the Tests, with a score of four outside the Tests in between. After scores of 1 and zero not out in the next two tour matches, he scored 12 not out in his third and final Test innings. He then finished with two in a tour match. All of his efforts beyond ten were in Tests, and he passed ten in all three Test innings, two of these being not out.",482,60,119,0.6511627906976750,0.7835984230041500,0.47985565662384000,0.6793749332427980,1,1,1,1,1,1,1,1,1,0,1,1
139,Saqqaq / Population,first,,The image shows a bar graph of the Shaqqaq population from 1991 to 2010. The highest population was 214 in 2002. The lowest was 126 in 1991.,1,1697504612634,1,prolific/train-0-89137.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Seoul', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",60fcc0ed988e5abac6c3e544,107167,Well,Mon Oct 16 2023 20:50:21 GMT-0400 (EDT),1697503821735,13.18165,Saqqaq,0,Mon Oct 16 2023 21:03:32 GMT-0400 (EDT),11,30,Saqqaq population growth dynamics in the last two decades. Source: Statistics Greenland[8],Saqqaq population dynamics,140,17,3,0.5277777777777780,0.4945605397224430,0.593675971031189,0.759284496307373,1,1,1,1,1,1,1,1,0,1,1,1
